# Groups associated with records, within table '/Users/cliftonbdemesquita/Documents/GitHub/SunflowerG/data/otu_table_16S.txt'
# Based on groups table '/Users/cliftonbdemesquita/Desktop/FAPROTAX_1.2.9/FAPROTAX.txt'
# Generated on: 2026.01.07 18:10:38
# Used command:
#   /Users/cliftonbdemesquita/Desktop/FAPROTAX_1.2.9/collapse_table.py -i /Users/cliftonbdemesquita/Documents/GitHub/SunflowerG/data/otu_table_16S.txt -o /Users/cliftonbdemesquita/Documents/GitHub/SunflowerG/data/func_table.tsv -g /Users/cliftonbdemesquita/Desktop/FAPROTAX_1.2.9/FAPROTAX.txt -d taxonomy -c '#' -v --out_groups2records_table /Users/cliftonbdemesquita/Documents/GitHub/SunflowerG/data/otu_faprotax_output.txt --out_groups2records_table_dense /Users/cliftonbdemesquita/Documents/GitHub/SunflowerG/data/otu_faprotax_output_long.txt
#
# Summary:
#   Loaded 92 groups comprising 8355 members (5060 unique members)
#   Established 6905 assignments of records to groups
#   15660 out of 19274 records could not be assigned to any group (leftovers)
#   Number of groups represented: 44
#
record	group
"Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA,OTU_20197"	
"Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA,OTU_17676"	
"Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,OTU_16371"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,NA,OTU_19644"	
"Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,NA,OTU_20875"	
"Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS 17,NA,OTU_15135"	
"Bacteria,Armatimonadota,NA,NA,NA,NA,OTU_20327"	
"Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,OTU_19132"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,NA,OTU_20387"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,OTU_16000"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Elusimicrobiota,Lineage IIb,NA,NA,NA,OTU_20369"	
"Bacteria,Proteobacteria,Gammaproteobacteria,R7C24,NA,NA,OTU_16220"	
"Bacteria,Bacteroidota,Bacteroidia,Bacteroidetes VC2.1 Bac22,NA,NA,OTU_19783"	
"Archaea,Thermoplasmatota,Thermoplasmata,Marine Group II,NA,NA,OTU_19797"	
"Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,NA,OTU_15116"	chemoheterotrophy
"Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,OTU_19932"	
"Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,OTU_17057"	
"Bacteria,NA,NA,NA,NA,NA,OTU_17269"	
"Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,OTU_13627"	
"Bacteria,Elusimicrobiota,Elusimicrobia,MVP-88,NA,NA,OTU_17069"	
"Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,OTU_20528"	
"Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,OTU_19807"	
"Bacteria,Armatimonadota,NA,NA,NA,NA,OTU_17369"	
"Bacteria,Myxococcota,Polyangia,Blfdi19,NA,NA,OTU_20055"	
"Bacteria,Bacteroidota,Bacteroidia,Cytophagales,NA,NA,OTU_20884"	
"Bacteria,NA,NA,NA,NA,NA,OTU_15189"	
"Bacteria,Elusimicrobiota,Elusimicrobia,MVP-88,NA,NA,OTU_15284"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,NA,NA,OTU_19219"	
"Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia,OTU_16351"	
"Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,OTU_15997"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,NA,NA,OTU_14915"	
"Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,NA,NA,OTU_17830"	
"Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,NA,OTU_16983"	
"Bacteria,Cyanobacteria,Vampirivibrionia,Obscuribacterales,Obscuribacteraceae,NA,OTU_18360"	nonphotosynthetic_cyanobacteria
"Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,OTU_2552"	chemoheterotrophy
"Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,NA,OTU_14697"	
"Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA,OTU_15152"	
"Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,OTU_6982"	
"Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,OTU_18377"	
"Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus,OTU_18257"	
"Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA,OTU_16530"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Skermanella,OTU_17404"	fermentation,aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,NA,NA,OTU_14192"	
"Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12 marine group,NA,OTU_16967"	
"Bacteria,Planctomycetota,OM190,NA,NA,NA,OTU_19577"	
"Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,OTU_18335"	
"Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,NA,NA,OTU_20466"	
"Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA,OTU_20524"	
"Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,NA,OTU_1520"	aerobic_ammonia_oxidation,nitrification
"Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA,OTU_6888"	
"Bacteria,Planctomycetota,OM190,NA,NA,NA,OTU_19009"	
"Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum,OTU_19556"	
"Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,NA,NA,OTU_20664"	
"Bacteria,Actinobacteriota,Actinobacteria,0319-7L14,NA,NA,OTU_11834"	
"Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,NA,NA,OTU_17957"	
"Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,NA,OTU_20337"	
"Bacteria,Elusimicrobiota,Lineage IIa,NA,NA,NA,OTU_19295"	
"Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,OTU_16367"	
"Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS 17,NA,OTU_16399"	
"Bacteria,NA,NA,NA,NA,NA,OTU_20503"	
"Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Roseisolibacter,OTU_17083"	
"Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,OTU_4677"	
"Bacteria,Cyanobacteria,Vampirivibrionia,Vampirovibrionales,Vampirovibrionaceae,Vampirovibrio,OTU_16302"	nonphotosynthetic_cyanobacteria
"Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,NA,OTU_19486"	
"Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,NA,NA,OTU_17405"	
"Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA,OTU_16529"	
"Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,A21b,NA,OTU_18781"	
"Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,NA,OTU_8940"	
"Bacteria,Actinobacteriota,Acidimicrobiia,NA,NA,NA,OTU_14402"	
"Bacteria,Actinobacteriota,MB-A2-108,NA,NA,NA,OTU_20217"	
"Bacteria,Actinobacteriota,MB-A2-108,NA,NA,NA,OTU_20453"	
"Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA,OTU_19630"	
"Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,OTU_7098"	
"Bacteria,Cyanobacteria,Sericytochromatia,NA,NA,NA,OTU_18427"	nonphotosynthetic_cyanobacteria
"Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter,OTU_14833"	
"Bacteria,Myxococcota,Polyangia,Polyangiales,Phaselicystidaceae,Phaselicystis,OTU_18636"	
"Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,OTU_19944"	predatory_or_exoparasitic
"Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Craurococcus-Caldovatus,OTU_16896"	
"Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,OTU_20630"	
"Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,NA,OTU_12061"	
"Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA,OTU_20118"	
"Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Marmoricola,OTU_18770"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA,OTU_16976"	
"Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,OTU_16851"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA,OTU_15644"	
"Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Granulicella,OTU_17869"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Planctomycetota,OM190,NA,NA,NA,OTU_21211"	
"Bacteria,Actinobacteriota,Acidimicrobiia,NA,NA,NA,OTU_20741"	
"Bacteria,Gemmatimonadota,Longimicrobia,Longimicrobiales,Longimicrobiaceae,NA,OTU_16570"	
"Bacteria,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Tumebacillus,OTU_14747"	
"Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,NA,OTU_18833"	
"Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,OTU_9379"	chemoheterotrophy
"Bacteria,Elusimicrobiota,Lineage IIb,NA,NA,NA,OTU_15279"	
"Bacteria,Gemmatimonadota,Longimicrobia,Longimicrobiales,Longimicrobiaceae,NA,OTU_19415"	
"Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,OTU_14663"	
"Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,OTU_18667"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA,OTU_20138"	
"Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,OTU_16532"	
"Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,NA,OTU_20523"	
"Bacteria,Acidobacteriota,Holophagae,Subgroup 7,NA,NA,OTU_14186"	
"Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA,OTU_11512"	
"Bacteria,Chloroflexi,TK10,NA,NA,NA,OTU_13282"	
"Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,OTU_12208"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Myxococcota,Polyangia,Blfdi19,NA,NA,OTU_16531"	
"Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,OTU_17839"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,NA,NA,OTU_16403"	
"Bacteria,Acidobacteriota,Holophagae,Subgroup 7,NA,NA,OTU_11576"	
"Bacteria,Acidobacteriota,Holophagae,Subgroup 7,NA,NA,OTU_19369"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,OTU_19633"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Chloroflexi,KD4-96,NA,NA,NA,OTU_16108"	
"Bacteria,Entotheonellaeota,Entotheonellia,Entotheonellales,Entotheonellaceae,NA,OTU_18646"	
"Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,OTU_20495"	predatory_or_exoparasitic
"Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,OTU_11777"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Actinobacteriota,Acidimicrobiia,NA,NA,NA,OTU_21068"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,Candidatus Alysiosphaera,OTU_17082"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,NA,OTU_21004"	
"Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,OTU_18143"	
"Bacteria,Elusimicrobiota,Lineage IIa,NA,NA,NA,OTU_18794"	
"Bacteria,Chloroflexi,NA,NA,NA,NA,OTU_21044"	
"Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,OTU_16372"	
"Bacteria,Chloroflexi,Anaerolineae,SBR1031,NA,NA,OTU_13395"	
"Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Cytophaga,OTU_20368"	cellulolysis,aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus Solibacter,OTU_20585"	
"Bacteria,Chloroflexi,TK10,NA,NA,NA,OTU_4591"	
"Bacteria,Actinobacteriota,Actinobacteria,FFCH16263,NA,NA,OTU_20885"	
"Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Rhodocytophaga,OTU_20624"	
"Bacteria,Cyanobacteria,Sericytochromatia,NA,NA,NA,OTU_19341"	nonphotosynthetic_cyanobacteria
"Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexaceae,NA,OTU_20929"	
"Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutus,OTU_6987"	fermentation,nitrate_reduction,chemoheterotrophy
"Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,Terrimicrobium,OTU_19484"	
"Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,OTU_12320"	
"Bacteria,Chloroflexi,NA,NA,NA,NA,OTU_20813"	
"Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,OTU_16648"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Microvirga,OTU_6006"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,Candidatus Alysiosphaera,OTU_20047"	
"Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,OTU_20414"	
"Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,OTU_5517"	chemoheterotrophy
"Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,OTU_8753"	
"Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,OTU_17332"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA,OTU_20018"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA,OTU_14105"	
"Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus Omnitrophus,OTU_18510"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,OTU_12533"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,OTU_20809"	
"Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,OTU_9898"	
"Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,NA,NA,OTU_21204"	
"Bacteria,Gemmatimonadota,Longimicrobia,Longimicrobiales,Longimicrobiaceae,YC-ZSS-LKJ147,OTU_20709"	
"Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Nannocystis,OTU_15367"	
"Bacteria,Myxococcota,Polyangia,mle1-27,NA,NA,OTU_17367"	
"Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus,OTU_20501"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,A0839,NA,OTU_17331"	
"Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,NA,OTU_19299"	
"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,OTU_17372"	
"Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,OTU_14269"	
"Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,NA,OTU_11483"	
"Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter,OTU_19545"	
"Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,NA,OTU_20812"	chemoheterotrophy
"Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,OTU_19848"	
"Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,OTU_18279"	
"Bacteria,Armatimonadota,NA,NA,NA,NA,OTU_18015"	
"Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula,OTU_12783"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,OTU_21099"	
"Bacteria,Gemmatimonadota,Longimicrobia,Longimicrobiales,Longimicrobiaceae,YC-ZSS-LKJ147,OTU_14624"	
"Bacteria,Chloroflexi,Dehalococcoidia,S085,NA,NA,OTU_17843"	
"Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,OTU_19173"	
"Bacteria,Latescibacterota,NA,NA,NA,NA,OTU_14920"	
"Bacteria,Bdellovibrionota,Oligoflexia,053A03-B-DI-P58,NA,NA,OTU_19179"	
"Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,NA,NA,OTU_10422"	
"Bacteria,Proteobacteria,NA,NA,NA,NA,OTU_17194"	
"Bacteria,Chloroflexi,OLB14,NA,NA,NA,OTU_21021"	
"Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,NA,NA,OTU_20167"	
"Bacteria,Myxococcota,Polyangia,Blfdi19,NA,NA,OTU_20633"	
"Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,OTU_19251"	
"Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,NA,OTU_18419"	intracellular_parasites
"Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,OTU_2181"	chemoheterotrophy
"Bacteria,Myxococcota,Polyangia,Blfdi19,NA,NA,OTU_20587"	
"Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum,OTU_11456"	
"Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,OTU_15191"	
"Bacteria,Chloroflexi,Ktedonobacteria,C0119,NA,NA,OTU_18910"	
"Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,JGI 0001001-H03,OTU_19954"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Craurococcus-Caldovatus,OTU_15337"	
"Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,OTU_15553"	
"Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,OTU_4139"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,NB1-j,NA,NA,NA,NA,OTU_19500"	
"Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,NA,OTU_20449"	
"Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,OTU_5677"	
"Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,OTU_20448"	
"Bacteria,Armatimonadota,NA,NA,NA,NA,OTU_13322"	
"Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,NA,NA,OTU_16973"	
"Bacteria,Gemmatimonadota,Longimicrobia,Longimicrobiales,Longimicrobiaceae,YC-ZSS-LKJ147,OTU_20654"	
"Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12 marine group,NA,OTU_15162"	
"Bacteria,Actinobacteriota,MB-A2-108,NA,NA,NA,OTU_20975"	
"Bacteria,Actinobacteriota,Acidimicrobiia,NA,NA,NA,OTU_18280"	
"Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Vicinamibacter,OTU_5440"	chemoheterotrophy
"Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,OTU_14463"	
"Bacteria,NA,NA,NA,NA,NA,OTU_21011"	
"Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,OTU_19149"	
"Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,NA,OTU_5189"	
"Bacteria,Firmicutes,Bacilli,Thermoactinomycetales,Thermoactinomycetaceae,Hazenella,OTU_21175"	
"Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA,OTU_18842"	
"Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,OTU_20364"	
"Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,NA,OTU_7803"	
"Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,NA,NA,OTU_18409"	
"Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA,OTU_18298"	
"Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,OTU_4225"	
"Bacteria,Chloroflexi,P2-11E,NA,NA,NA,OTU_15057"	
"Bacteria,Actinobacteriota,Actinobacteria,Euzebyales,Euzebyaceae,Euzebya,OTU_20831"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Chloroflexi,Ktedonobacteria,C0119,NA,NA,OTU_18923"	
"Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,OTU_13600"	
"Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,NA,OTU_16014"	
"Bacteria,Actinobacteriota,MB-A2-108,NA,NA,NA,OTU_20375"	
"Bacteria,Myxococcota,Polyangia,NA,NA,NA,OTU_16607"	
"Bacteria,Firmicutes,Bacilli,Entomoplasmatales,type III,NA,OTU_20903"	
"Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10,OTU_2481"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,NA,OTU_19222"	intracellular_parasites
"Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,OTU_20631"	
"Bacteria,Elusimicrobiota,Lineage IIb,NA,NA,NA,OTU_19522"	
"Bacteria,Acidobacteriota,Subgroup 22,NA,NA,NA,OTU_17778"	
"Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,OTU_19287"	
"Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,NA,OTU_18657"	
"Bacteria,Planctomycetota,BD7-11,NA,NA,NA,OTU_17470"	
"Bacteria,Acidobacteriota,Subgroup 5,NA,NA,NA,OTU_9935"	
"Bacteria,NA,NA,NA,NA,NA,OTU_18180"	
"Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA,OTU_21079"	
"Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Roseimicrobium,OTU_15351"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,NA,NA,NA,NA,NA,OTU_21055"	
"Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatella,OTU_20488"	
"Bacteria,Latescibacterota,NA,NA,NA,NA,OTU_17709"	
"Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Candidatus Ovatusbacter,OTU_17072"	
"Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4 lineage,OTU_18320"	
"Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,OTU_16906"	aerobic_ammonia_oxidation,nitrification
"Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,NA,OTU_7345"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,OTU_2902"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Chloroflexi,Dehalococcoidia,S085,NA,NA,OTU_10708"	
"Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,OTU_5850"	chemoheterotrophy
"Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter,OTU_18702"	
"Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,NA,NA,OTU_21122"	
"Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,OTU_15922"	predatory_or_exoparasitic
"Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Rubrivivax,OTU_8397"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,NA,OTU_12983"	
"Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,OTU_21003"	
"Archaea,Thermoplasmatota,Thermoplasmata,Marine Group II,NA,NA,OTU_20101"	
"Bacteria,Chloroflexi,Ktedonobacteria,C0119,NA,NA,OTU_20886"	
"Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10,OTU_20471"	
"Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Gimesiaceae,NA,OTU_14077"	
